Imminent Request;dod;edod;dynamic;Funktionswert;Fahrzeuge
10;0.9652777777777778;0.5861304012345676;0.23921763538540597;5840.0;17
10;0.9652777777777778;0.5950413665980796;0.22627379185800733;6285.0;17
10;0.9652777777777778;0.5888042266803839;0.24428206341473147;6212.0;17
10;0.9652777777777778;0.6067172496570644;0.22632693715168506;6092.0;17
10;0.9652777777777778;0.5806059242112482;0.2543925568408415;6024.0;17
10;0.9652777777777778;0.6480302640603566;0.1991494518217236;6158.0;17
10;0.9652777777777778;0.6531689386145403;0.22706779454678883;6397.0;17
10;0.9652777777777778;0.6460583847736628;0.2080550064918102;6317.0;18
10;0.9652777777777778;0.6364401148834014;0.19454936202940654;6524.0;17
10;0.9652777777777778;0.6336323302469136;0.1929120457075162;6358.0;18
10;0.9652777777777778;0.7218096279149525;0.206311558096412;7403.0;17
10;0.9652777777777778;0.7242476851851852;0.1941510359721118;7167.0;17
10;0.9652777777777778;0.706908007544582;0.1916986918495861;7356.0;18
10;0.9652777777777778;0.7149562757201642;0.1604365501263817;7225.0;17
10;0.9652777777777778;0.7119287980109736;0.1721261441562303;7181.0;18
60;0.7916666666666666;0.4719275120027433;0.19254419449424864;5375.0;17
60;0.7916666666666666;0.4883562671467764;0.2539187318787024;5677.0;16
60;0.7916666666666666;0.4836355452674897;0.1452730916245819;6000.0;17
60;0.7916666666666666;0.49913730281207147;0.23809201759648568;6395.0;17
60;0.7916666666666666;0.48336226851851855;0.2142710326777596;5879.0;18
60;0.7916666666666666;0.5360296639231825;0.17925940146138575;6213.0;17
60;0.7916666666666666;0.5390249914266119;0.20259193596620506;6388.0;18
60;0.7916666666666666;0.5295942644032919;0.17622467592940605;6127.0;17
60;0.7916666666666666;0.5345239626200272;0.17893184793612238;6307.0;17
60;0.7916666666666666;0.5257094478737998;0.16506448340880076;5713.0;17
60;0.7916666666666666;0.5871699245541837;0.16531381136253398;6657.0;18
60;0.7916666666666666;0.5883112568587108;0.15394871815970923;6682.0;17
60;0.7916666666666666;0.57984503600823;0.1586924971759015;6588.0;18
60;0.7916666666666666;0.5849140517832647;0.13410643777642584;6367.0;17
60;0.7916666666666666;0.5823366769547329;0.14172546612736636;6810.0;18
110;0.6180555555555556;0.38335369513031536;0.21317828377770154;5535.0;17
110;0.6180555555555556;0.3802297668038409;0.21301024356243126;5965.0;16
110;0.6180555555555556;0.3814193244170096;0.18585805878724404;5335.0;17
110;0.6180555555555556;0.37717549725651583;0.21654745792426922;5334.0;17
110;0.6180555555555556;0.3814139660493828;0.22706277675422448;5401.0;17
110;0.6180555555555556;0.41892253943758584;0.22137673516177858;5926.0;17
110;0.6180555555555556;0.4190993655692731;0.2144035831356056;5957.0;17
110;0.6180555555555556;0.4237289951989025;0.18717025833904044;6272.0;18
110;0.6180555555555556;0.42740483539094654;0.16437826581712223;5929.0;17
110;0.6180555555555556;0.4235039437585731;0.21080459142010688;5549.0;16
110;0.6180555555555556;0.4567418981481483;0.16962270208522867;5779.0;16
110;0.6180555555555556;0.44410686728395027;0.14532721761562573;6039.0;18
110;0.6180555555555556;0.4532536008230453;0.16042077281899292;6182.0;17
110;0.6180555555555556;0.46068029835390933;0.1495169128328926;6608.0;18
110;0.6180555555555556;0.4571759259259261;0.15072101371396418;6467.0;18
160;0.4444444444444444;0.287647890946502;0.23602100582543462;4772.0;16
160;0.4444444444444444;0.275457604595336;0.22427071972849355;4944.0;17
